Section,Domain,Status,In WHMCS,In Cloudflare,In WPMUDEV,Server In Use,Old Server Abandoned?,Notes,Cloudflare IP,Is In Cloudflare,Repo URL,Site Health,Priority,Repo Archived,Last PR Closed,Open PRs,Last Commit,Dev Status,Left FFC,Host Category,Is Staging,Domain Age,Expiry,Recurring,Work Tier,Migration Score,Maintenance Score,Dev Score
Cloudflare-Only,pagbooster.org,Active,Yes,Yes,No,GitHub Pages,Yes,Fully migrated,185.199.111.153;185.199.110.153;185.199.109.153;185.199.108.153,Yes,https://github.com/FreeForCharity/FFC-EX-PAGboosters.org,Live,Standard,,,,,None,,GitHub Pages,,1.9,2026-09-03,0.00,4 - Done / Stable,0,65,10
Cloudflare-Only,thekccf.org,Active,Yes,Yes,No,GitHub Pages,Yes,Fully migrated,185.199.111.153;185.199.109.153;185.199.110.153;185.199.108.153,Yes,https://github.com/koenig-childhood-cancer-foundation/KCCF-web,Live,Standard,,,,,None,,GitHub Pages,,1.3,2027-03-11,0.00,4 - Done / Stable,0,64,25
For-Profit,3dmc2.com,Active,Yes,No,No,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,8.0,2035-06-28,156.60,5 - Needs Triage,47,55,0
Unknown,aariasblueelephant.org,Pending,Yes,Yes,No,,,,185.199.111.153;185.199.110.153;185.199.109.153;185.199.108.153,Yes,https://github.com/FreeForCharity/FFC-EX-aariasblueelephant.org,Live,Standard,,,,,None,,GitHub Pages,,0.4,0000-00-00,0.00,5 - Needs Triage,0,63,25
Unknown,amargraves.org,Active,Yes,Yes,No,,,,185.199.111.153;185.199.110.153;185.199.109.153;185.199.108.153,Yes,https://github.com/FreeForCharity/FFC-EX-amargraves.org,Live,Standard,,,,,None,,GitHub Pages,,2.5,2027-01-15,0.00,5 - Needs Triage,0,66,10
Unknown,americanlegionpost64.org,Active,Yes,No,Yes,,,,(no A record),No,https://github.com/FreeForCharity/FFC-EX-americanlegionpost64.org,Error,Standard,,,,,None,,Unresolved/Parked,,2.9,2026-08-29,0.00,5 - Needs Triage,37,0,18
Unknown,americanlegionpost64.com,Active,Yes,No,No,,,,(no A record),No,,Redirect,Standard,,,,,None,,Unresolved/Parked,,1.9,2026-10-25,0.00,5 - Needs Triage,29,30,0
Unknown,amplifiedaid.org,Active,Yes,No,Yes,,,,(no A record),No,,Error,Standard,,,,,None,,Unresolved/Parked,,1.4,2027-03-01,0.00,5 - Needs Triage,29,0,23
For-Profit,aprilunlimited.com,Active,Yes,Yes,Yes,,,,216.222.200.253,Yes,,Live,Standard,,,,,None,,Other-external,,9.6,2026-12-24,13.50,5 - Needs Triage,76,57,0
Unknown,avengedfastpitch.org,Active,Yes,No,Yes,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,1.0,2027-07-25,0.00,5 - Needs Triage,46,36,15
Unknown,bearupinternationalministries.org,Active,Yes,Yes,No,,,,185.199.111.153;185.199.110.153;185.199.109.153;185.199.108.153,Yes,https://github.com/FreeForCharity/FFC-EX-bearupinternationalministries.org,Live,Standard,,,,,None,,GitHub Pages,,0.1,2027-05-29,0.00,5 - Needs Triage,0,62,25
Unknown,bhakthinivedana.com/sandbox,Unknown,No,No,No,,,,(no A record),No,,Redirect,Standard,,,,,None,,Unresolved/Parked,,,,,5 - Needs Triage,22,27,0
Unknown,birthfree.org,Active,Yes,Yes,No,,,,172.67.181.220;104.21.18.132,Yes,,Error,Standard,,,,,None,,Cloudflare Proxy,,9.0,2027-07-16,0.00,5 - Needs Triage,36,0,8
Unknown,bowiesblessings.org,Active,Yes,No,No,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,0.7,2026-10-16,0.00,5 - Needs Triage,35,36,15
Unknown,browncanyonranch.org,Active,Yes,Yes,No,,,,216.222.200.253,Yes,https://github.com/FreeForCharity/FFC-EX-browncanyonranch.org,Live,Standard,,,,,None,,Other-external,,5.2,2027-05-14,0.00,5 - Needs Triage,50,55,10
Unknown,bucktownbullsbaseball.org,Active,Yes,Yes,No,,,,216.222.200.253,Yes,https://github.com/FreeForCharity/FFC-EX-bucktownbullsbaseball.org,Redirect,Standard,,,,,None,,Other-external,,1.6,2026-12-11,0.00,5 - Needs Triage,36,41,10
For-Profit,canadatokeywestcoastalrun.com,Unknown,No,Yes,No,No A Record,Yes,Domain inactive; .org exists,(no A record),Yes,,Redirect,Standard,,,,,None,,No A Record,,,,,5 - Needs Triage,22,27,0
Unknown,catnipandcattitude.org,Unknown,No,Yes,No,,,,13.248.243.5;76.223.105.230,Yes,,Live,Standard,,,,,None,,Other-external,,,,,5 - Needs Triage,38,35,0
Unknown,clarasbridge.org,Active,Yes,Yes,No,,,,185.199.111.153;185.199.110.153;185.199.109.153;185.199.108.153,Yes,https://github.com/FreeForCharity/FFC-EX-clarasbridge.org,Live,Standard,,,,,None,,GitHub Pages,,0.3,2027-04-02,0.00,5 - Needs Triage,0,62,25
For-Profit,clarkemoyer.com,Active,Yes,Yes,No,,,,185.199.111.153;185.199.110.153;185.199.108.153;185.199.109.153,Yes,,Live,Standard,,,,,None,,GitHub Pages,,9.0,2027-01-08,13.50,5 - Needs Triage,0,72,0
Unknown,clarkmoyer.com,Active,Yes,Yes,No,,,,52.184.222.116,Yes,,Redirect,Standard,,,,,None,,External,,10.9,2026-09-09,13.50,5 - Needs Triage,60,50,0
Cloudflare-Only,cochiserobotics.org,Active,Yes,Yes,No,FFC-WHM-01,No,Not on any known server list,52.184.222.116,Yes,,Unreachable,Standard,,,,,None,,FFC-WHM-01,,8.8,2026-10-02,0.00,5 - Needs Triage,48,0,0
Unknown,compassionstl.org,Active,Yes,Yes,No,,,,185.199.111.153;185.199.110.153;185.199.109.153;185.199.108.153,Yes,,Live,Standard,,,,,None,,GitHub Pages,,0.1,2027-06-11,0.00,5 - Needs Triage,0,50,15
Unknown,craftedraise.org,Active,Yes,No,No,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,0.6,0000-00-00,0.00,5 - Needs Triage,31,36,15
Unknown,cucu-il.org,Active,Yes,No,Yes,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,1.1,2027-05-26,0.00,5 - Needs Triage,51,37,15
Unknown,database.onlineimpacts.org,Unknown,No,No,Yes,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,,,,5 - Needs Triage,45,35,0
InterServer-Org,emc-professional.org,Active,Yes,Yes,No,No A Record,Yes,.com points to InterServer,(no A record),Yes,,Redirect,Standard,,,,,None,,No A Record,,1.1,2027-06-19,28.90,5 - Needs Triage,33,37,15
Unknown,empowerconnectfoundation.org,Active,Yes,No,Yes,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,1.4,2027-02-18,0.00,5 - Needs Triage,51,37,15
Unknown,falloutshelterecovillage.org,Active,Yes,Yes,No,,,,216.222.200.253,Yes,https://github.com/FreeForCharity/FFC-EX-falloutshelterecovillage.org,Unreachable,Standard,,,,,None,,Other-external,,9.1,2027-05-30,0.00,5 - Needs Triage,26,0,10
Unknown,ffc.ngo,Unknown,No,Yes,No,,,,(no A record),Yes,,Error,Standard,,,,,None,,Other-external,,,,,5 - Needs Triage,16,0,8
Org-NoWP,ffcdomains.org,Active,Yes,Yes,No,No A Record,Yes,Inactive,(no A record),Yes,,Redirect,Standard,,,,,None,,No A Record,,4.9,2026-09-06,0.00,5 - Needs Triage,39,34,0
Org-NoWP,ffcdomains.com,Active,Yes,Yes,No,No A Record,Yes,Paired with ffcdomains.org (inactive),(no A record),Yes,,Redirect,Standard,,,,,None,,No A Record,,4.9,2026-09-06,0.00,5 - Needs Triage,39,34,0
Unknown,ffchosting.onlineimpacts.org,Unknown,No,No,No,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,,,,5 - Needs Triage,30,35,0
Org-WPAdmin,ffchosting.org,Active,Yes,Yes,No,No A Record,Yes,Inactive,(no A record),Yes,,Redirect,Standard,,,,,None,,No A Record,,9.1,2027-01-08,0.00,5 - Needs Triage,40,41,0
Unknown,ffchosting.com,Active,Yes,Yes,No,,,,(no A record),Yes,,Error,Standard,,,,,None,,Other-external,,11.6,2027-01-08,0.00,5 - Needs Triage,35,0,8
Unknown,ffchostingmultisite.org,Transferred Away,Yes,Yes,No,,,,(no A record),Yes,,Redirect,Standard,,,,,None,,Other-external,,4.9,2026-09-06,0.00,5 - Needs Triage,47,34,0
Unknown,ffctools.onlineimpacts.org,Unknown,No,No,Yes,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,,,,5 - Needs Triage,45,35,0
For-Profit,focus-on-free.com,Active,Yes,Yes,No,,,,216.222.200.253,Yes,,Live,Standard,,,,,None,,Other-external,,9.7,2026-11-10,13.50,5 - Needs Triage,62,58,0
Unknown,focusonfree.org,Active,Yes,Yes,No,,,,104.21.52.163;172.67.201.83,Yes,,Error,Standard,,,,,None,,Cloudflare Proxy,,9.7,2026-11-10,13.50,5 - Needs Triage,47,0,8
Unknown,focusonfree.us,Active,Yes,Yes,No,,,,172.67.202.82;104.21.76.244,Yes,,Error,Standard,,,,,None,,Cloudflare Proxy,,9.7,2026-11-09,13.50,5 - Needs Triage,47,0,8
Unknown,freeforcharity.ngo,Unknown,No,Yes,No,,,,(no A record),Yes,,Error,Standard,,,,,None,,Unresolved/Parked,,,,,5 - Needs Triage,8,0,8
Unknown,garrisonareacaregivers.org,Active,Yes,Yes,No,,,,185.199.111.153;185.199.110.153;185.199.109.153;185.199.108.153,Yes,,Live,Standard,,,,,None,,GitHub Pages,,0.1,2027-06-13,0.00,5 - Needs Triage,0,50,15
Unknown,ghcd.onlineimpacts.org,Unknown,No,No,No,,,,(no A record),No,,Error,Standard,,,,,None,,Unresolved/Parked,,,,,5 - Needs Triage,8,0,8
Unknown,greenrecon.org,Active,Yes,No,No,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,1.5,2027-01-23,0.00,5 - Needs Triage,36,37,15
Unknown,ieeeforthuachuca.org,Active,Yes,Yes,No,,,,54.163.236.200,Yes,,Unreachable,Standard,,,,,None,,External,,9.4,2027-02-28,22.00,5 - Needs Triage,31,0,0
Unknown,instituteofforgiveness.org,Active,Yes,Yes,Yes,,,,216.222.200.253,Yes,https://github.com/FreeForCharity/FFC-EX-instituteofforgiveness.org,Error,Standard,,,,,None,,Other-external,,8.8,2026-09-09,0.00,5 - Needs Triage,54,0,18
Unknown,jeeyar.onlineimpacts.org,Unknown,No,No,Yes,,,,(no A record),No,,Redirect,Standard,,,,,None,,Unresolved/Parked,,,,,5 - Needs Triage,37,27,0
Unknown,jsbt.org.au,Unknown,No,No,Yes,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,,,,5 - Needs Triage,45,35,0
Unknown,jwvpost619.org,Active,Yes,Yes,No,,,,185.199.111.153;185.199.110.153;185.199.109.153;185.199.108.153,Yes,https://github.com/FreeForCharity/FFC-EX-jwvpost619.org,Live,Standard,,,,,None,,GitHub Pages,,1.5,2027-01-15,0.00,5 - Needs Triage,0,64,25
Unknown,kierstensride.org,Unknown,No,No,Yes,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,,,,5 - Needs Triage,45,35,0
Unknown,kingstoncommunitycenter.org,Active,Yes,No,No,,,,(no A record),No,,Error,Standard,,,,,None,,Unresolved/Parked,,1.3,0000-00-00,20.40,5 - Needs Triage,15,0,23
Unknown,kittencoveinc.org,Active,Yes,No,No,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,0.8,0000-00-00,0.00,5 - Needs Triage,31,36,15
Unknown,letsleadwise.org,Active,Yes,No,No,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,1.3,2026-11-20,0.00,5 - Needs Triage,36,37,15
Unknown,lovemustwin.org,Unknown,No,Yes,No,,,,185.230.63.186;185.230.63.171;185.230.63.107,Yes,,Live,Standard,,,,,None,,Other-external,,,,,5 - Needs Triage,38,35,0
Unknown,makeacalendarinvite.org,Active,Yes,Yes,Yes,,,,216.222.200.253,Yes,,Live,Standard,,,,,None,,Other-external,,1.8,2026-09-20,13.50,5 - Needs Triage,71,46,0
Unknown,melaninmagicfoundation.org,Unknown,No,No,No,,,,66.23.226.51,No,,Unreachable,Standard,,,,,None,,Other-external,,,,,5 - Needs Triage,8,0,0
Unknown,mitchellnchistory.org,Active,Yes,Yes,No,,,,185.199.111.153;185.199.110.153;185.199.109.153;185.199.108.153,Yes,https://github.com/FreeForCharity/FFC-EX-mitchellnchistory.org,Live,Standard,,,,,None,,GitHub Pages,,9.9,2030-08-08,0.00,5 - Needs Triage,0,77,10
Unknown,moyermanagement.org,Active,Yes,Yes,No,,,,159.65.76.163,Yes,,Unreachable,Standard,,,,,None,,Other-external,,11.3,2027-04-15,13.50,5 - Needs Triage,32,0,0
Unknown,newenglandbattalion.org,Pending,Yes,No,No,,,,(no A record),No,,Redirect,Standard,,,,,None,,Unresolved/Parked,,0.7,0000-00-00,20.40,5 - Needs Triage,28,36,15
Unknown,nj4israel.org,Active,Yes,No,Yes,,,,(no A record),No,https://github.com/FreeForCharity/FFC-EX-nj4israel.org,Live,Standard,,,,,None,,Unresolved/Parked,,2.7,2026-10-17,0.00,5 - Needs Triage,53,51,10
Unknown,nolef.onlineimpacts.org,Unknown,No,No,Yes,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,,,,5 - Needs Triage,45,35,0
Unknown,npfan.org,Active,Yes,No,No,,,,(no A record),No,,Redirect,Standard,,,,,None,,Unresolved/Parked,,2.7,2026-11-15,0.00,5 - Needs Triage,30,31,0
Unknown,ohiomtawest.org,Active,Yes,Yes,No,,,,(no A record),Yes,,Redirect,Standard,,,,,None,,Other-external,,9.9,2026-09-09,0.00,5 - Needs Triage,55,42,0
Unknown,operationhomesforheroes.org,Active,Yes,No,No,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,0.2,0000-00-00,20.40,5 - Needs Triage,35,43,15
Unknown,padmajaramanujadasi.com,Unknown,No,No,Yes,,,,(no A record),No,,Redirect,Standard,,,,,None,,Unresolved/Parked,,,,,5 - Needs Triage,37,27,0
Cloudflare-Only,pantryforadaircounty.org,Active,Yes,Yes,No,FFC-WHM-01,No,Not on any known server list,52.184.222.116,Yes,,Unreachable,Standard,,,,,None,,FFC-WHM-01,,8.7,2026-10-16,0.00,5 - Needs Triage,42,0,0
Unknown,pfplus.org,Unknown,No,No,Yes,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,,,,5 - Needs Triage,45,35,0
Unknown,phoenixartsandadvocacy.org,Active,Yes,No,No,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,0.9,2026-08-26,0.00,5 - Needs Triage,41,36,15
Unknown,physicalinvestor.com,Active,Yes,Yes,No,,,,172.67.142.110;104.21.71.27,Yes,,Error,Standard,,,,,None,,Cloudflare Proxy,,9.0,2027-06-28,13.50,5 - Needs Triage,46,0,8
Unknown,rebirthsdc.org,Active,Yes,Yes,No,,,,185.199.111.153;185.199.110.153;185.199.109.153;185.199.108.153,Yes,https://github.com/FreeForCharity/FFC-EX-rebirthsdc.org,Live,Standard,,,,,None,,GitHub Pages,,0.2,2027-05-19,0.00,5 - Needs Triage,0,62,25
Unknown,restoredradiancefoundation.org,Active,Yes,Yes,No,,,,185.199.111.153;185.199.110.153;185.199.109.153;185.199.108.153,Yes,,Live,Standard,,,,,None,,GitHub Pages,,0.0,2027-07-07,0.00,5 - Needs Triage,0,50,15
Cloudflare-Only,roottostem.org,Active,Yes,Yes,No,FFC-WHM-01,No,Not on any known server list,52.184.222.116,Yes,,Unreachable,Standard,,,,,None,,FFC-WHM-01,,5.2,2027-05-05,13.50,5 - Needs Triage,42,0,0
Unknown,savewatersaveplanet.org,Active,Yes,Yes,Yes,,,,216.222.200.253,Yes,https://github.com/FreeForCharity/FFC-EX-savewatersaveplanet.org,Unreachable,Standard,,,,,None,,Other-external,,3.1,2027-06-04,0.00,5 - Needs Triage,32,0,10
Unknown,sfcityarts.org,Active,Yes,No,No,,,,(no A record),No,,Redirect,Standard,,,,,None,,Unresolved/Parked,,2.4,2027-02-08,0.00,5 - Needs Triage,30,31,0
Unknown,slopestohope.org,Active,Yes,Yes,No,,,,185.199.111.153;185.199.110.153;185.199.109.153;185.199.108.153,Yes,https://github.com/FreeForCharity/FFC-EX-slopestohope.org,Live,Standard,,,,,None,,GitHub Pages,,0.9,2026-08-31,0.00,5 - Needs Triage,0,63,25
Cloudflare-Only,soulfoodwhangarei.org,Active,Yes,Yes,No,FFC-WHM-01,No,Not on any known server list,52.184.222.116,Yes,,Unreachable,Standard,,,,,None,,FFC-WHM-01,,8.8,2026-09-25,0.00,5 - Needs Triage,48,0,0
Subdomain,southamptonfriends.com,Active,Yes,Yes,No,No A Record,Yes,Paired with .org (active on InterServer),(no A record),Yes,,Redirect,Standard,,,,,None,,No A Record,,6.1,2027-05-20,0.00,5 - Needs Triage,35,36,0
Unknown,sporting2impact.org,Active,Yes,Yes,No,,,,185.199.111.153;185.199.109.153;185.199.110.153;185.199.108.153,Yes,https://github.com/FreeForCharity/FFC-EX-sporting2Impact.org,Live,Standard,,,,,None,,GitHub Pages,,0.5,2027-01-29,0.00,5 - Needs Triage,0,63,25
Unknown,ssrn.net,Unknown,No,No,No,,,,217.19.248.132,No,,Unreachable,Standard,,,,,None,,Other-external,,,,,5 - Needs Triage,8,0,0
Unknown,staging.americanlegionpost64.org,Unknown,No,No,No,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,Yes,,,,5 - Needs Triage,30,0,22
Unknown,staging.bulldogztowing.com,Unknown,No,No,No,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,Yes,,,,5 - Needs Triage,30,0,22
Unknown,staging.facinggiantsnc.org,Unknown,No,No,Yes,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,Yes,,,,5 - Needs Triage,45,0,22
Unknown,staging.instituteofforgiveness.org,Unknown,No,No,No,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,Yes,,,,5 - Needs Triage,30,0,22
Unknown,staging.southamptonfriends.org,Unknown,No,No,No,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,Yes,,,,5 - Needs Triage,30,0,22
Unknown,stepeople.org,Active,Yes,No,No,,,,(no A record),No,,Error,Standard,,,,,None,,Unresolved/Parked,,2.5,2027-01-16,0.00,5 - Needs Triage,16,0,8
For-Profit,stylesbysheba.com,Unknown,No,No,Yes,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,,,,5 - Needs Triage,45,35,0
Cloudflare-Only,tamkeensports.org,Active,Yes,Yes,No,External,No,External hosting,174.138.190.170,Yes,,Live,Standard,,,,,None,,External,,1.0,2027-06-30,0.00,5 - Needs Triage,43,36,15
Unknown,tasteandseelocal.org,Active,Yes,No,No,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,3.3,2027-03-12,0.00,5 - Needs Triage,39,40,0
Unknown,technologyadoptionbarriers.org,Active,Yes,Yes,No,,,,185.199.108.153;185.199.109.153;185.199.110.153;185.199.111.153,Yes,,Live,Standard,,,,,None,,GitHub Pages,,1.0,2027-07-25,0.00,5 - Needs Triage,0,51,15
Unknown,technomonasteries.org,Unknown,No,Yes,No,,,,70.32.23.118,Yes,https://github.com/FreeForCharity/FFC-EX-technomonasteries.org,Error,Standard,,,,,None,,Other-external,,,,,5 - Needs Triage,16,0,18
Cloudflare-Only,theafghanistanaffairs.org,Active,Yes,Yes,No,External,No,External hosting,185.199.111.153;185.199.110.153;185.199.109.153;185.199.108.153,Yes,,Live,Standard,,,,,None,,External,,1.9,2026-09-06,0.00,5 - Needs Triage,51,38,0
For-Profit,thecrookedhouse.net,Unknown,No,Yes,No,,,,185.199.111.153;185.199.110.153;185.199.109.153;185.199.108.153,Yes,https://github.com/FreeForCharity/FFC-EX-thecrookedhouse.net,Live,Standard,,,,,None,,GitHub Pages,,,,,5 - Needs Triage,0,62,10
Unknown,thecrookedhouse.org,Unknown,No,Yes,No,,,,198.185.159.145;198.185.159.144;198.49.23.145;198.49.23.144,Yes,,Redirect,Standard,,,,,None,,Other-external,,,,,5 - Needs Triage,30,27,0
Unknown,thegracehouseinc.org,Unknown,No,No,Yes,,,,(no A record),No,,Error,Standard,,,,,None,,Unresolved/Parked,,,,,5 - Needs Triage,23,0,8
Unknown,thescottiecfoundation.org,Pending,Yes,Yes,No,,,,34.111.179.208,Yes,,Unreachable,Standard,,,,,None,,External,,0.2,0000-00-00,28.90,5 - Needs Triage,13,0,15
Unknown,thestudiovisit.org,Active,Yes,No,No,,,,(no A record),No,,Live,Standard,,,,,None,,Unresolved/Parked,,0.8,2026-10-08,0.00,5 - Needs Triage,41,36,15
Unknown,thewayofyeshuaministries.org,Active,Yes,Yes,No,,,,185.199.111.153;185.199.110.153;185.199.109.153;185.199.108.153,Yes,https://github.com/FreeForCharity/FFC-EX-thewayofyeshuaministries.org,Live,Standard,,,,,None,,GitHub Pages,,0.6,2027-12-07,0.00,5 - Needs Triage,0,63,25
